,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
33,0.27194542,0.20623744,0.45058784,0.34494638,0.39441663,0.45115563,0.32602125,0.33044973,0.25715095,0.4392608,0.39328566,0.25425455,0.37144116,0.35112965,0.34823436,0.2971,0.27901503,0.38640583,0.24150741,0.33639792
34,3.7952995,3.948017,3.800046,3.8771572,3.8940587,3.9003105,3.8108475,3.8293605,3.727742,3.8973258,3.9030952,3.8334475,3.9058073,3.8009164,3.818171,3.972959,3.9640563,3.9864347,3.878033,3.992803
35,0.22429211,0.29107752,0.06383547,0.17830935,0.16618238,0.058428198,0.06514403,0.07731172,0.10360825,0.09087493,0.24881972,0.18527614,0.27474266,0.17657389,0.11037747,0.030139918,0.20753022,0.13189852,0.18452509,0.13232584
36,0.5477319,0.36266354,0.48469475,0.61715645,0.66569847,0.50973713,0.44783133,0.5814556,0.47939414,0.3669754,0.5038548,0.41617146,0.48723167,0.5952164,0.59726256,0.44992772,0.45820233,0.56363094,0.5769456,0.54627746
37,2.5613046,2.8306642,2.5506186,2.628827,2.596025,2.6258047,2.606784,2.59284,2.5142705,2.5308108,2.4306192,2.6232407,2.6289363,2.5035474,2.6358297,2.4822772,2.6086702,2.6251292,2.5749135,2.7577646
38,0.108945236,0.11045267,0.35145053,0.24408017,0.1704963,0.26932088,0.4425323,0.29048163,0.2781015,0.28819865,0.27363616,0.24802567,0.099111356,0.21460159,0.2636623,0.23834352,0.18776707,0.24639906,0.23988168,0.17366733
39,1.1050695,1.0242788,0.9780772,1.0493922,1.0227612,0.9749441,1.038705,1.0198443,0.85576767,1.0519605,1.0357677,1.1099669,1.0962623,1.1295058,0.9791983,1.0983751,1.11755,1.0817057,1.1697958,1.0996567
40,0.9225514,0.7907888,0.8210447,0.87772214,0.94802046,0.9670963,0.8899214,0.84807384,1.0241119,0.84464765,0.8576199,0.8708419,0.95282274,0.6468687,1.0158896,0.92538655,0.8096461,0.8152188,0.9728425,0.9688004
41,0.23971674,0.15137222,0.21932027,0.20316592,0.15889224,0.086482726,0.04436817,0.099047,0.24346612,0.09719441,0.25995448,0.30377036,0.10227739,0.19063988,0.118866205,0.18064313,0.22289404,0.21394752,0.22320178,0.07053552
42,1.2300675,1.5170543,1.399119,1.4359864,1.3926964,1.2648859,1.2457182,1.1343355,1.4025071,1.3148001,1.2916632,1.3915398,1.1904114,1.265281,1.3760837,1.303055,1.408112,1.2059008,1.3522065,1.4178201
43,3.9711995,3.954995,3.8958066,3.8329723,4.0546017,3.9932916,3.7355928,3.859787,3.745319,3.9746816,3.9186845,3.8025098,3.9934053,3.9002943,3.8479385,3.8227165,3.9390235,3.9070334,3.9274693,3.983488
44,0.14736874,0.1662171,0.30270153,0.12589933,0.18482581,0.33376408,0.23339629,0.34426525,0.17186655,0.30377153,0.23600788,0.24305716,0.20561035,0.16018176,0.08787161,0.30148473,0.11491674,0.26408756,0.1542575,0.17456138
45,0.5450308,0.63946027,0.59748405,0.5836346,0.49886543,0.67985064,0.5192051,0.6393834,0.771707,0.530973,0.50825703,0.5790637,0.72975224,0.48070684,0.50409025,0.52499074,0.5950713,0.46645492,0.5380372,0.5519773
46,0.38148016,0.41519395,0.41627154,0.3217656,0.32138097,0.43535608,0.30252364,0.20162329,0.2125147,0.488949,0.393006,0.13331494,0.26692912,0.2526728,0.19971898,0.31151697,0.29782945,0.25853255,0.34189904,0.32717454
47,1.0353004,1.0074438,1.0533868,0.92284495,0.912404,0.9693236,0.8046684,0.90451044,0.85771406,0.97557336,0.9705287,0.85289544,0.79176944,0.80905455,0.91646016,1.0489726,0.7262693,0.9734317,0.7707182,0.8359844
48,0.2042924,0.13006078,0.11836547,0.16534972,0.17696457,0.16456206,0.12601365,0.099321686,0.20501997,0.061336163,0.08730804,0.120152116,0.1545839,0.03633257,0.202051,0.1324478,0.23692642,0.13816556,0.017911023,0.12378489
49,0.6544188,0.58004785,0.6911238,0.540684,0.6211004,0.6096326,0.58570486,0.68538237,0.5147103,0.68526834,0.55372715,0.39931747,0.5014051,0.5227028,0.5496161,0.5469982,0.29616213,0.6045271,0.49028203,0.497687
50,0.34612805,0.12520984,0.28495422,0.35083973,0.32982165,0.38394856,0.33634868,0.18362278,0.331976,0.39819497,0.39218387,0.38669658,0.38331217,0.3683559,0.3432574,0.2677925,0.23469998,0.27172682,0.37995422,0.29837278
51,0.5227519,0.48937577,0.704522,0.47901553,0.5958872,0.59708303,0.53642976,0.49193838,0.57514614,0.52846485,0.425866,0.42203307,0.523333,0.48614103,0.5522747,0.44685376,0.4836834,0.5124542,0.460216,0.5597825
52,0.39059106,0.2369834,0.2598517,0.22612089,0.33611563,0.2656269,0.1612501,0.17742838,0.26498878,0.14824378,0.1310459,0.28216633,0.26823178,0.2601791,0.2874479,0.26482683,0.21978714,0.265574,0.26747045,0.25980675
53,3.6760352,3.9962246,3.8011045,3.8534727,3.853707,3.8481193,3.8569703,3.9474213,3.9324882,3.6886826,3.7559707,3.8447578,3.9234266,3.926113,4.0199585,3.904164,3.7762682,3.9491587,3.896904,3.9873302
54,0.24316606,0.22249955,0.20172065,0.21206844,0.2643942,0.3356712,0.23270385,0.30987278,0.24075887,0.28308573,0.22349498,0.24878524,0.23454277,0.2443074,0.23753186,0.16917725,0.17684758,0.34474957,0.17299807,0.27405715
55,3.1381693,3.0005352,2.968565,3.0238192,3.0675263,2.9792159,3.0204198,2.9833372,2.9659696,3.0483103,2.9667115,2.954902,2.9960773,2.9655135,2.8157918,3.058329,3.0061123,2.9575858,3.0582752,3.0707958
56,0.20218375,0.21486472,0.26590213,0.19499595,0.19110192,0.20892002,0.14901167,0.21577697,0.21164408,0.36199448,0.25477785,0.2048865,0.42554837,0.26326,0.21873607,0.2975979,0.31084824,0.23876859,0.17348751,0.23893176
57,0.26291278,0.2836558,0.15330324,0.25138083,0.25772786,0.23330979,0.18277974,0.21439674,0.38521874,0.24438564,0.22877179,0.24157172,0.35156035,0.31777328,0.23552713,0.2694166,0.21365064,0.16389559,0.26442057,0.25529686
58,0.9220978,0.77151597,0.68834674,0.84128046,0.8108574,0.49401036,0.8674732,0.69311327,0.64117837,0.8862479,0.7227151,0.850544,0.6594776,0.69311845,0.8607305,0.61860096,0.543576,0.53318095,0.8084515,0.91785324
59,0.33841807,0.4915442,0.32855502,0.3840968,0.43663275,0.37017083,0.3192674,0.49580172,0.37826845,0.34884974,0.39664733,0.35982397,0.34630778,0.3712685,0.37289914,0.2974165,0.37996486,0.4044136,0.41861597,0.15946725
60,4.5127163,4.5083404,4.488653,4.492032,4.5475664,4.4218373,4.557199,4.477459,4.4111223,4.4781704,4.4774084,4.533257,4.5259366,4.5365067,4.529898,4.491642,4.4846206,4.485826,4.4546065,4.4720745
61,0.5807958,0.615037,0.6711959,0.65232354,0.78358626,0.59223086,0.6024869,0.64977914,0.57891285,0.8389787,0.5357833,0.44222564,0.5775562,0.5801624,0.6239625,0.69641656,0.58960617,0.54107076,0.85198337,0.64520353
62,4.758976,4.7400317,4.79722,4.8229504,4.8380313,4.8245173,4.7577434,4.830378,4.8386655,4.74979,4.801234,4.7441072,4.740709,4.7766905,4.8201137,4.8289175,4.768614,4.809288,4.753508,4.7577085
63,3.6969435,3.5302513,3.6496596,3.5847104,3.6841314,3.713357,3.605081,3.5224946,3.55691,3.616268,3.640078,3.6021543,3.6831918,3.5498586,3.614403,3.6419897,3.4757109,3.7391367,3.5235052,3.654255
64,0.0412519,0.35006458,0.4595856,0.4345085,0.5425319,0.583863,0.5442134,0.39066857,0.50977236,0.324451,0.5524355,0.54047483,0.51505196,0.55802524,0.3690005,0.4031185,0.5169109,0.6273362,0.4844963,0.6012099
65,5.2735834,5.305192,5.3284974,5.2770576,5.38519,5.387857,5.2502513,5.3754196,5.3462267,5.321634,5.413003,5.3435884,5.344048,5.273333,5.4060473,5.375482,5.4730844,5.3519216,5.419068,5.341622
66,4.202439,4.140746,4.1511846,4.2287884,4.1880164,4.1404552,4.170704,4.186859,4.220431,4.243879,4.214265,4.2023406,4.336465,4.166965,4.300629,4.1609297,4.127336,4.206913,4.192531,4.221129
67,4.515129,4.615587,4.4577923,4.5483613,4.5286837,4.534794,4.6873636,4.66542,4.563044,4.42994,4.5326905,4.4801373,4.5946608,4.5333304,4.4793987,4.4835815,4.4960876,4.6201267,4.6403375,4.4786487
68,0.4130798,0.4395973,0.432545,0.106010355,0.22774276,0.2816324,0.37569302,0.37639138,0.39143047,0.20058265,0.3792465,0.3356668,0.19162945,0.24682422,0.4098981,0.33567917,0.29960638,0.54639065,0.38332084,0.42637116
69,4.206293,4.147527,4.0536947,4.1376176,4.1067576,4.2276435,4.066464,4.1789136,4.2059045,4.0564566,4.079161,4.1091433,3.974478,4.0047317,4.0099416,4.055356,4.1585765,4.062431,4.1530285,4.141603
70,4.4812517,4.5424843,4.6515374,4.4517283,4.5602603,4.572609,4.485729,4.4965568,4.4904637,4.576109,4.5651875,4.542056,4.4947214,4.5869184,4.5117235,4.525048,4.541469,4.5868044,4.4917665,4.489878
71,1.8423766,1.9100865,1.9939398,2.0382211,1.8577657,1.8849297,1.8778737,2.0588539,1.9982615,2.1155639,2.0331006,2.0619457,1.8523862,1.8806744,1.945863,2.0807662,1.9917858,2.0043743,1.9342022,1.9040656
72,0.23175928,0.2353459,0.46212944,0.07247322,0.17281525,0.31406045,0.2346981,0.3255696,0.3420954,0.24945365,0.48313466,0.2849325,0.13349168,0.29968745,0.21362086,0.22389244,0.23584387,0.53916085,0.18202122,0.21288462
73,0.21027438,0.35885337,0.4023599,0.31022066,0.23204064,0.3502402,0.3515725,0.41128585,0.3678847,0.36708233,0.18791439,0.26572806,0.09536122,0.41217127,0.19241653,0.27341557,0.20911914,0.28398326,0.14221083,0.137636
74,2.8208702,2.549619,2.8492515,2.7899437,2.823043,2.7580621,2.796294,2.7443101,2.842148,2.804647,2.854224,2.835682,2.5766006,2.7045515,2.7496617,2.7439609,2.7920713,2.8636,2.7701552,2.900338
75,0.8827866,0.9297713,0.9301789,0.7476942,0.7540114,0.6283954,0.83298457,0.4972302,0.8585651,0.56032383,0.92013234,0.7597293,0.90884244,0.82817143,0.7236316,0.7375881,0.88156474,0.6643816,0.90762407,0.9263575
76,1.1321386,1.1075888,1.3238584,1.2934343,1.1453816,1.0847452,1.2107245,1.0511045,1.1633629,1.2546163,0.9227507,1.2987481,1.0227263,0.89804584,1.203004,1.2129958,1.176762,1.2113428,1.2507433,1.1061641
77,2.3048642,2.138273,2.255692,2.1849864,2.2964041,2.4032285,2.3509264,2.3681707,2.3905096,2.40034,2.292457,2.3983927,2.280307,2.178094,2.432329,2.305781,2.3602521,2.3803294,2.1157548,2.1360178
78,1.974749,2.0262299,1.8295164,2.1912205,2.100092,2.2377553,2.046518,2.022522,2.336447,2.112289,1.9884064,2.0806065,2.1358726,1.923771,1.9668586,1.989473,2.0170612,1.9591976,1.9597712,2.021086
79,1.6624752,1.6592814,1.7547058,1.6953402,1.7339946,1.5983202,1.570964,1.7070869,1.6350791,1.6680033,1.7874485,1.5671076,1.8906136,1.7306983,1.5553786,1.633271,1.6026286,1.588288,1.77397,1.8366072
80,3.561302,3.5207856,3.6707313,3.5115726,3.5679295,3.5288646,3.684508,3.7152262,3.6704342,3.7588413,3.526983,3.7283807,3.6847236,3.6843336,3.5953677,3.7614977,3.61111,3.480902,3.4836812,3.7178605
81,3.5372553,3.6666102,3.7146006,3.6630979,3.6171796,3.4755912,3.5088038,3.7026565,3.2969751,3.388237,3.6545064,3.393791,3.5000703,3.3493564,3.7820942,3.6036682,3.5630734,3.603009,3.5306945,3.2441373
82,2.2981102,2.7624362,2.4589984,2.3181489,2.6110458,2.480079,2.4648197,2.629171,2.3979063,2.4431422,2.2980804,2.7256453,2.4914162,2.2416286,2.6481082,2.576594,2.5613534,2.4226239,2.4661024,2.432714
83,4.376014,4.655642,4.52317,4.678995,4.507431,4.2979093,4.552037,4.351874,4.383091,4.5869956,4.4139385,4.5513244,4.6534686,4.49626,4.608481,4.5547166,4.3183546,4.553645,4.192289,4.4906664
84,3.0249634,3.2212565,3.3200738,3.2127018,3.3909097,3.2826297,3.3327086,3.3731303,3.1135657,3.0542955,3.3835294,3.3128197,3.0434964,3.1483314,3.2304678,3.1220238,3.3127828,3.3284492,3.25944,3.0400612
85,5.982184,5.7998853,5.650549,5.7063456,5.8269596,5.8787904,5.750369,5.8852954,5.670818,5.9177155,5.827265,5.864609,5.910862,5.894815,5.821084,5.8861847,5.827848,5.609719,5.798557,5.8127027
86,4.1828723,3.9923208,3.8840408,3.9724932,4.1853275,3.9026296,4.2422385,3.9841645,4.2471094,4.07316,3.9836059,4.014609,4.10852,4.2388425,3.7989204,4.0450325,4.074645,4.0719185,4.021087,3.9346738
87,6.045018,5.931882,5.944769,5.9219427,6.1060605,5.788675,5.869378,5.912537,6.024104,5.926823,5.9463606,6.0493555,6.077174,5.839755,6.117251,5.7981358,5.992609,5.9451942,6.137681,6.027972
88,5.4935827,5.637431,5.649785,5.55455,5.488404,5.610049,5.6481986,5.580986,5.655408,5.747071,5.3371825,5.6007495,5.5111575,5.458155,5.3707848,5.523555,5.6779523,5.5014677,5.6151495,5.5581007
89,7.2916393,7.1377945,6.9357505,7.039293,6.8552756,6.971844,6.9357343,7.0572257,7.085673,6.917349,7.198783,6.9525633,7.032353,7.048726,6.970393,7.040757,6.898128,6.993865,6.8241577,7.1022835
90,6.15182,6.465307,6.387336,6.379139,6.369428,6.135602,6.362364,6.2681537,6.45271,6.1541514,6.376773,6.4194036,6.471259,6.131508,6.5073013,6.445794,6.1074224,6.2265177,6.447933,6.2841086
91,7.571573,7.653049,7.565717,7.5529933,7.3505077,7.501773,7.3344045,7.5520425,7.265323,7.493997,7.44384,7.4267874,7.504286,7.5326896,7.558064,7.5983324,7.4194856,7.3142896,7.3927197,7.5603795
92,6.29307,6.2141027,6.2282867,6.342305,6.2332177,6.3869085,6.283197,6.285291,5.8730545,6.183395,6.265531,6.2743797,6.2206664,6.1265683,6.176517,6.2274156,6.103722,6.1939197,6.0843344,6.349179
93,9.045548,9.134203,8.846092,9.175645,9.154095,9.218111,9.017396,9.183271,9.199267,8.908779,9.035144,9.136239,9.011389,9.152111,9.126315,9.06697,9.311347,9.182042,9.096248,9.2511015
94,6.588923,6.843327,6.921214,6.8710575,6.6727395,6.7766075,6.818525,6.8019414,7.026319,6.9452863,6.8403845,6.7614355,6.6429405,6.702634,6.757351,6.6151614,6.844071,6.927671,6.8803053,6.8918724
95,8.648419,8.744042,8.794747,8.635927,8.701972,8.584534,8.557208,8.794161,8.848732,8.643447,8.692871,8.575148,8.610929,8.550354,8.64789,8.72335,8.894559,8.873784,8.722626,8.8588915
96,6.179931,6.2223926,6.2325773,6.1941833,6.2975216,6.271275,6.124277,6.220767,6.4163113,6.388837,5.857125,6.2891955,6.389058,6.342308,6.359585,6.189675,6.2497015,6.2006836,6.2930655,6.168166
97,5.76616,5.8530674,5.768863,5.6571603,5.6177216,5.8180923,5.777769,5.6574316,5.992992,5.7203965,5.7246118,5.7640147,5.9340835,5.882736,5.710712,5.7868705,5.6412563,5.9148674,5.886231,5.7553754
98,4.8806376,4.857769,4.8326674,5.037737,5.033441,4.9238844,5.0263863,4.6736393,4.8123846,4.901309,5.0830116,5.001212,4.8831367,4.815497,4.778003,4.802798,4.8373294,4.9645433,5.0274806,5.042988
99,2.4309046,2.337646,2.330211,2.3008943,2.256064,2.4114845,2.481593,2.3713987,2.413689,2.2697456,2.370447,2.368978,2.4797716,2.2701917,2.2711303,2.5123365,2.3503168,2.3032598,2.1981952,2.239292
100,0.3804004,0.4783337,0.49765378,0.56639826,0.6362737,0.65166485,0.62040293,0.48347417,0.17643787,0.44630325,0.44516104,0.61635816,0.42175624,0.5378002,0.5391789,0.5003513,0.6238959,0.6411909,0.5332413,0.5054542
101,0.26659557,0.188932,0.2380111,0.27451867,0.21545914,0.15200172,0.25062165,0.20968553,0.2997645,0.21145949,0.2956476,0.16282953,0.18544729,0.15950407,0.25809318,0.32218894,0.16035537,0.33813992,0.13023952,0.32761416
102,2.9479065,2.859741,2.9197257,2.8727663,2.9527094,2.8983898,2.798668,2.974794,2.8527246,2.9274452,2.8786623,2.9694684,3.0243285,2.9074602,2.701745,2.7980292,2.945235,2.9138582,2.8096292,2.736078
103,1.374615,1.6069708,1.2517906,1.3292977,1.5007267,1.4379146,1.3567989,1.2785859,1.2939934,1.2829125,1.2977002,1.5923083,1.3643123,1.6436743,1.4012314,1.300667,1.3586445,1.3038517,1.2173227,1.3587844
104,0.8801294,1.1313946,1.1340659,1.1451288,1.1801575,1.1163025,1.075936,1.057884,1.15593,1.0498463,0.97902846,1.1733625,1.2359142,1.0887605,0.9273279,1.0890687,1.0201519,1.067641,1.1441926,1.0708799
105,1.6692789,1.7046405,1.838406,1.90799,1.8851379,1.8645319,1.8233566,1.7011708,1.7576646,1.935202,1.8291025,1.8298944,1.8356446,1.8220775,1.6373436,1.8838857,1.7768338,1.7754079,1.6433526,1.7970176
106,3.9006429,3.871055,3.8600624,4.0673995,4.068818,4.010622,3.9107368,3.7821014,3.9625003,3.9755495,3.9804308,3.8289669,3.8616967,4.147975,3.875511,3.9902682,3.8405468,3.8330226,3.7550988,3.8064022
107,1.6654307,1.6079645,1.5309341,1.5569108,1.3550905,1.7081263,1.6317506,1.2122061,1.4787707,1.6034693,1.550699,1.1358902,1.5511799,1.6120105,1.4017278,1.4044445,1.5267799,1.4600927,1.6691976,1.4154048
108,2.4602916,2.5866592,2.537034,2.5785525,2.4755282,2.511669,2.693976,2.5822253,2.542381,2.6592727,2.4945939,2.6645544,2.62799,2.6034136,2.5269406,2.5865602,2.7351925,2.5533957,2.5512872,2.6097531
109,1.24739,1.1029065,1.243633,1.1569207,1.2331368,1.3202882,1.3436273,1.3461273,1.2756523,1.1868011,1.2703536,1.1843386,1.3378803,1.0883197,1.1554759,1.1014262,1.2296834,1.2328302,1.2790949,1.3465208
110,2.6906664,2.5940804,2.7871635,2.5856092,2.6742544,2.7338064,2.6441534,2.5402403,2.612173,2.653103,2.7336652,2.6584663,2.5967553,2.6103017,2.5323453,2.7496746,2.551066,2.7235835,2.838023,2.5521622
111,1.7402966,1.6603563,1.8113537,1.8749444,1.7372878,1.5705935,1.609279,1.6748971,1.8651193,1.6793127,1.9717779,1.6419495,1.9728653,1.668857,1.731748,1.7353507,1.8696678,1.5979314,1.8637503,1.6710079
112,2.6181998,2.65894,2.4792902,2.8681092,2.6525714,2.682062,2.527446,2.666173,2.7629929,2.7202363,2.516253,2.5899167,2.6976922,2.6496034,2.74555,2.6194925,2.5519423,2.6204288,2.745644,2.6491334
113,0.3913323,0.3979725,0.5017931,0.5917833,0.39153543,0.48926345,0.49158707,0.4492235,0.5347259,0.43703362,0.35509288,0.5097205,0.44791186,0.5037495,0.4937748,0.41905916,0.43042433,0.48717353,0.43025574,0.52102834
114,4.1452627,4.2182226,4.6680408,4.4203005,4.456339,4.3301883,4.356572,4.40081,4.2654448,4.2350407,4.432299,4.3187804,4.3423567,4.5030804,4.2679243,4.215851,4.2457128,4.4198704,4.340855,4.3068447
115,2.8000684,2.862437,3.0390487,2.7307572,2.9021125,2.8409579,2.8564525,2.7975569,2.7693267,2.8142064,2.9398923,2.834223,2.867322,2.879047,2.8642962,2.730706,2.83232,2.8821075,2.7366743,2.9449742
116,2.4724367,2.4285276,2.5757906,2.4418817,2.3112817,2.3672106,2.3271818,2.455952,2.300321,2.477898,2.1888855,2.469225,2.546715,2.3708942,2.3128924,2.450957,2.273265,2.3942237,2.4078705,2.613929
